race_id,bet_type,votes,returned_votes
20260801-03-06,trifecta,114130,0
20260801-03-07,win,14758,0
20260801-03-07,bracket_exacta,0,0
20260801-03-07,wide,17041,0
20260801-03-07,place,11331,0
20260801-03-07,quinella,14182,0
20260801-03-07,trio,36983,0
20260801-03-07,bracket,3387,0
20260801-03-07,exacta,18901,0
20260801-03-07,trifecta,114911,0
20260801-03-08,win,22144,0
20260801-03-08,bracket_exacta,0,0
20260801-03-08,wide,20746,0
20260801-03-08,place,12172,0
20260801-03-08,quinella,15221,0
20260801-03-08,trio,41278,0
20260801-03-08,bracket,3132,0
20260801-03-08,exacta,17850,0
20260801-03-08,trifecta,113557,0
20260801-03-09,win,42597,0
20260801-03-09,bracket_exacta,0,0
20260801-03-09,wide,44541,0
20260801-03-09,place,26849,0
20260801-03-09,quinella,30656,0
20260801-03-09,trio,72886,0
20260801-03-09,bracket,5975,0
20260801-03-09,exacta,30031,0
20260801-03-09,trifecta,166005,0
20260801-03-10,win,46805,0
20260801-03-10,bracket_exacta,0,0
20260801-03-10,wide,51054,0
20260801-03-10,place,31301,0
20260801-03-10,quinella,35128,0
20260801-03-10,trio,99816,0
20260801-03-10,bracket,6243,0
20260801-03-10,exacta,36576,0
20260801-03-10,trifecta,208177,0
20260801-03-11,win,55704,0
20260801-03-11,bracket_exacta,0,0
20260801-03-11,wide,55929,0
20260801-03-11,place,135623,0
20260801-03-11,quinella,34995,0
20260801-03-11,trio,83499,0
20260801-03-11,bracket,7081,0
20260801-03-11,exacta,59745,0
20260801-03-11,trifecta,364993,0
20260801-03-12,win,55019,0
20260801-03-12,bracket_exacta,0,0
20260801-03-12,wide,54219,0
20260801-03-12,place,33595,0
20260801-03-12,quinella,41995,0
20260801-03-12,trio,100738,0
20260801-03-12,bracket,8348,0
20260801-03-12,exacta,36094,0
20260801-03-12,trifecta,210157,0
